No,GRT,Length,TerminalName,TEU,VoyageType,Interval,EarlinessTardiness,ST,OT,UT
2207,3986,106,1,284,Feeder,5.15,3,0.77,9.85,1.07
2208,75590,300,1,5044,Liner,21.93,-2,1.28,47.18,1.62
2209,23285,187,1,2368,Liner,1.67,10,1.2,32.35,3.22
2210,6393,122,1,981,Feeder,26.5,4,0.82,18.37,2.9
2211,15670,168,1,695,Liner,15.67,-10,1.35,11.42,3.32
2212,25407,207,1,1810,Liner,7.33,3,0.88,22,1.95
2213,27800,213,1,1211,Liner,6.17,3,1.4,13.68,1.08
2214,15995,170,1,2406,Liner,13.93,8,1.1,26.47,1.65
2215,6393,122,1,974,Feeder,0.52,2,1.53,19.13,1.33
2216,29872,210,1,2009,Liner,24.13,-7,4.05,20.82,1.57
2217,3986,106,1,611,Feeder,6.75,7,1.57,23.38,0.97
2218,14036,155,1,1904,Liner,0.5,8,1.05,24.48,1.47
2219,29115,195,1,2930,Liner,3,5,1.33,37.03,1.55
2220,46410,270,1,3041,Liner,28,4,0.98,23.97,1.35
2221,27130,177,1,3277,Liner,37.42,9,1.55,34.02,1.93
2222,18233,178,1,211,Liner,11.08,20,0.77,2.73,1.25
2223,25391,207,1,2040,Liner,7.5,2,1.47,16.67,1.87
2224,10837,153,1,509,Feeder,3.83,9,0.77,8.38,3.52
2225,15670,168,1,1106,Liner,7.92,0,0.77,14.48,0.8
2226,34.231,216,1,359,Liner,0.58,3,0.9,3.9,1.45
2227,29873,210,1,808,Liner,8.17,-5,0.97,9.88,1.08
2228,21045,182,1,1728,Liner,1.5,7,0.82,16.88,1.18
2229,36014,240,1,5063,Liner,3.67,-2,1.27,56.45,1.92
2230,13547,159,1,1448,Liner,6.83,-1,0.8,41.05,1.78
2231,15995,170,1,2248,Liner,0.25,6,1.03,25.35,1.88
2232,28270,213,1,1964,Liner,17.25,4,1.72,28.02,1.35
2233,37235,242,1,3330,Liner,1.67,12,1.42,27.57,2.68
2234,14063,155,1,1874,Feeder,28.33,-5,2.18,90.38,1.52
2235,25407,207,1,1992,Liner,3,2,1.77,27.87,1.67
2236,75590,300,1,4871,Liner,22.5,-3,1.67,47.25,2.92
2237,16236,164,1,940,Liner,9.58,9,0.78,18.87,1.37
2238,1573,82,1,135,Feeder,3.92,1,0.95,5.18,0.45
2239,21932,197,1,142,Liner,2,2,1.3,4.12,1.25
2240,40594,239,1,478,Liner,8,10,1.77,16.93,2.2
2241,36014,240,1,5298,Liner,39.7,1,1.72,56.28,2.58
2242,5272,117,1,797,Feeder,3.3,0,0.83,14.67,0.75
2243,1573,83,1,133,Feeder,1.58,3,0.22,4.25,1.45
2244,26681,200,1,1542,Liner,1.42,4,1.08,21.72,1
2245,27779,222,1,2285,Liner,8,0,1,24.77,2.32
2246,38991,240,1,653,Liner,3,-1,0.77,7.37,0.72
2247,29872,210,1,1485,Liner,2.5,2,1.47,21.35,1.15
2248,3986,106,1,615,Feeder,3.5,6,1.03,9.58,1
2249,15995,170,1,2115,Liner,19.02,14,1.07,54.2,0.9
2250,8571,137,1,1124,Feeder,0.98,12,0.88,20.62,1.92
2251,36014,240,1,4823,Liner,1,-4,1.43,55.23,4.17
2252,14063,155,1,1789,Feeder,5.75,-4,0.9,59.83,1.6
2253,37023,231,1,1217,Liner,3.25,15,0.77,26.45,2.37
2254,14066,162,1,295,Liner,17,-4,1.22,11.23,1.2
2255,25407,207,1,1665,Liner,1,-43,1.78,23.18,2.62
2256,14193,156,1,1306,Liner,2,8,1.37,15.12,2.52
2257,14036,155,1,1965,Liner,13.1,6,0.68,24.48,0.5
2258,17360,179,1,373,Liner,10.65,1,0.93,17.68,1.75
2259,19573,174,1,2336,Liner,8.92,21,0.62,38.2,1.97
2260,3986,106,1,632,Feeder,3.58,0,1.17,12.32,0.68
2261,37023,231,1,2107,Liner,3.25,3,2.77,32.2,1.45
2262,32630,206,1,1073,Liner,1.83,6,1.28,16.45,3.4
2263,25391,207,1,1468,Liner,12.67,-2,1.35,24.45,1.32
2264,15670,168,1,1482,Liner,32,6,1.2,21.72,2.25
2265,30047,208,1,1682,Liner,15.03,4,2.27,38.18,2.72
2266,34231,215,1,299,Liner,18.47,-2,0.73,5.63,1.55
2267,28150,221,1,2704,Liner,2.25,8,1.8,25.95,1.17
2268,29872,210,1,1376,Liner,15.08,1,1.28,18.47,1.58
2269,15995,170,1,2414,Liner,10.83,-3,0.93,27.4,2
2270,14063,155,1,1562,Feeder,12.33,9,0.98,22.35,1
2271,8944,140,1,698,Liner,5.83,-3,1.18,11.22,1.68
2272,28676,226,1,2757,Liner,23.33,3,2.07,28.43,2.33
2273,8571,137,1,1177,Feeder,1.83,13,0.87,16.5,2.32
2274,75590,300,1,4290,Liner,13.5,0,2.5,41.5,1.42
2275,16236,164,1,658,Liner,11.67,-3,0.98,13.4,2.28
2276,25391,207,1,1072,Liner,26.17,1,1.08,26.95,1.73
2277,9600,150,1,537,Feeder,0.17,7,1.45,12.1,1.95
2278,37023,231,1,2538,Liner,4.5,7,1.4,29.32,1.03
2279,6393,122,1,1099,Feeder,1.5,0,0.73,16.37,1.75
2280,10837,158,1,523,Feeder,12.5,-3,0.72,11.83,1.37
2281,42000,243,1,401,Liner,5.5,1,0.52,6.93,1.47
2282,73819,304,1,1441,Liner,4.17,19,1.25,18.9,2.6
2283,37134,242,1,3266,Liner,11.33,-5,1.75,42.07,2.35
2284,29873,210,1,1435,Liner,2.75,2,1.12,19.88,1.52
2285,18123,175,1,515,Liner,4.75,-22,1.87,6.48,2.32
2286,14193,155,1,1154,Liner,11.25,7,1.35,19.22,2.85
2287,10837,158,1,905,Feeder,2.17,-9,1.15,29.82,1.45
2288,15670,168,1,1726,Liner,14.92,5,2.07,19.08,5.27
2289,24305,182,1,479,Liner,19.17,3,0.82,9.13,3.22
2290,14063,155,1,1600,Feeder,4.67,-2,0.73,18.22,1.3
2291,36014,240,1,5033,Liner,20.33,-6,0.92,50.72,1.12
2292,14036,155,1,1101,Liner,6.33,3,1.1,17.7,0.62
2293,26681,200,1,2326,Liner,5.67,6,1.27,27.17,0.9
2294,14066,162,1,474,Liner,16.83,-2,1.25,17.57,2.23
2295,15995,170,1,2222,Liner,5.67,6,0.75,36.27,0.75
2296,37042,231,1,2883,Liner,5.92,7,1.88,35.47,1.23
2297,29115,195,1,2113,Liner,2.75,-2,1.75,35.37,1.8
2298,1573,83,1,124,Feeder,6.37,-7,0.68,8.57,1.63
2299,27681,222,1,2561,Liner,5.47,3,1.12,20.58,4.3
2300,6393,122,1,942,Feeder,39.5,-3,1.27,19.1,1.8
2301,23285,187,1,3510,Liner,2.5,10,1.32,59.53,2.17
2302,25407,207,1,3049,Liner,6.83,-1,1.22,34.92,1.37
2303,29872,210,1,1500,Liner,6.17,1,1.08,16.22,1.03
2304,10837,158,1,956,Feeder,0.33,7,1.78,17.65,1.4
2305,27213,200,1,2320,Liner,4.17,5,0.88,48.73,1.55
2306,15995,170,1,2060,Liner,12.5,-2,1.55,31.4,0.3
2307,31730,192,1,1971,Liner,6,5,0.95,35.6,2.22
2308,16236,164,1,398,Liner,12.6,-7,0.87,10.65,0.9
2309,25407,207,1,1506,Liner,9.4,1,1.5,26.35,2.15
2310,27103,178,1,1659,Liner,0.75,7,1.5,25.65,4.43
2311,73819,304,1,3279,Liner,50.25,3,1.57,43.98,1.28
2312,15995,170,1,1955,Liner,5,6,1.15,33.72,1.3
2313,40594,239,1,325,Liner,5.08,9,0.6,10.28,1.28
2314,8571,137,1,1011,Feeder,13.25,12,1.08,26.5,2.75
2315,1573,82,1,66,Feeder,29.67,0,0.77,2.12,1.03
2316,6393,122,1,826,Feeder,3.83,2,2.67,9.37,1.78
2317,29873,210,1,1380,Liner,5.6,2,0.77,14.63,1.02
2318,19573,174,1,2158,Liner,3.63,6,0.8,28.27,2.88
2319,36014,240,1,4143,Liner,33.43,-7,1.83,51.73,2.4
2320,28270,213,1,2025,Liner,9.5,4,3.1,45.6,2.47
2321,14193,156,1,1239,Liner,18.5,26,2.48,27.98,2.53
2322,14036,155,1,1863,Liner,9.17,0,1.42,45.07,0.52
2323,27130,177,1,2522,Liner,2.08,11,2.23,41.65,1.83
2324,14063,155,1,1893,Feeder,2.75,4,1.38,38.75,2.17
2325,14066,162,1,406,Liner,10.5,3,0.88,9.35,1.27
2326,27681,221,1,1983,Liner,1,34,2.8,35.03,2.12
2327,15995,170,1,1730,Liner,9.33,3,1.6,35.07,1.42
2328,26611,210,1,1723,Liner,10.67,3,1.43,27.4,2.17
2329,36014,240,1,3297,Liner,3.5,0,2.27,40.1,3.63
2330,27758,202,1,1731,Feeder,15.58,14,10.97,56.08,2.95
2331,1573,83,1,147,Feeder,15.92,6,0.65,7.53,1.73
2332,29872,210,1,1296,Liner,3.9,2,2.55,23.08,0.7
2333,27779,222,1,2363,Liner,7.1,-4,1.6,29.08,0.92
2334,6393,122,1,813,Feeder,9.03,-2,0.87,22.07,3.02
2335,15670,168,1,1165,Liner,0.88,6,2.72,18.15,6.47
2336,8571,137,1,1142,Feeder,13.68,4,0.88,22.07,1.38
2337,34.231,216,1,286,Liner,24.6,0,0.5,9.28,1.13
2338,66280,276,1,4028,Liner,0.3,-2,1.33,55.62,1.72
2339,30047,208,1,2052,Liner,6.83,0,3.9,42.28,1.15
2340,36014,240,1,3958,Liner,19.75,-12,2.8,59.62,1.25
2341,25391,207,1,1627,Liner,49.67,6,0.82,40.12,2.73
2342,5999,121,1,640,Feeder,0.42,12,0.83,14.58,1.08
2343,37023,231,1,1912,Liner,15.33,3,1.38,23.2,2.58
2344,1573,83,1,129,Feeder,11.25,2,0.73,6.23,1.17
2345,18050,183,1,307,Liner,2.25,-2,1.27,11.65,1.43
2346,29872,210,1,1590,Liner,5,-5,1.22,22.68,1.27
2347,13547,159,1,1888,Liner,22,-8,1.07,27.9,1.62
2348,16236,164,1,1369,Liner,12.83,-1,2.62,21.87,1.6
2349,15670,168,1,1121,Liner,10.17,-2,2.27,25.68,1.88
2350,14066,162,1,313,Liner,5.5,-1,0.73,13.67,1.52
2351,28676,226,1,2063,Liner,2.5,8,3.92,70.25,1.95
2352,37023,231,1,1018,Liner,2.5,2,1.37,22.08,0.22
2353,15995,170,1,2319,Liner,25,2,2.03,58.92,1.3
2354,14193,155,1,1324,Liner,5.5,-2,2.42,27.7,2.38
2355,27800,213,1,1767,Liner,17,1,1.03,20.65,0.98
2356,40594,239,1,480,Liner,1.42,18,1.28,18.05,2.33
2357,18233,178,1,318,Liner,10.75,3,1.13,13.1,1.73
2358,15995,170,1,1899,Liner,1.08,-2,1.12,44.18,2.33
2359,32630,206,1,3761,Liner,6.25,9,1.47,60.15,5.33
2360,27758,202,1,1743,Feeder,17,26,3.45,53.17,1.9
2361,6393,122,1,987,Feeder,13.5,-3,2.55,20.75,1.53
2362,20526,183,1,1505,Feeder,2.25,0,1.57,27.37,0.83
2363,5999,121,1,806,Feeder,1.25,-1,1.32,18.38,1.38
2364,34231,215,1,673,Liner,5,0,0.98,8.3,2.55
2365,37134,242,1,2495,Liner,25.25,2,1.27,39.83,2.65
2366,29873,210,1,1157,Liner,28,0,1.25,21.18,2.35
2367,19573,174,1,2313,Liner,0.25,-1,1.53,30.92,2.55
2368,25407,207,1,2326,Liner,8.3,-2,1.22,40.12,0.75
2369,8944,140,1,1094,Feeder,18.45,1,1.67,45.3,3.12
2370,27681,222,1,2033,Liner,3,0,1.68,41.8,3.52
2371,21932,197,1,386,Liner,6.65,0,1.67,14.22,0.98
2372,37023,231,1,3081,Liner,13.92,1,1.42,40.9,0.63
2373,16236,164,1,564,Liner,1.52,4,1.27,16.83,0.82
2374,8571,137,1,1149,Feeder,0.43,3,1.55,42.25,2.62
2375,36014,240,1,5073,Liner,19.9,-4,1.33,54.88,2.62
2376,15670,168,1,1058,Liner,6.83,1,1.33,25.15,2.18
2377,16166,170,1,1910,Feeder,20.5,5,2.28,49.78,0.98
2378,42000,243,1,368,Liner,17.65,3,0.82,11.57,1.38
2379,25391,207,1,2412,Liner,2.05,2,1.53,43.98,1.32
2380,14063,155,1,1733,Feeder,8.2,-5,0.65,66.78,1.7
2381,75590,300,1,4052,Liner,2.43,2,1.6,45.07,1
2382,6393,122,1,1096,Feeder,0.67,3,4,55.63,0.62
2383,25407,207,1,2843,Liner,9,-3,1.15,40.33,1.92
2384,29872,210,1,1428,Liner,12.75,-2,1.23,22.33,1.27
2385,27213,200,1,2111,Liner,45.75,-49,1.55,42.13,2.15
2386,37042,231,1,2516,Liner,9.08,4,1.25,29.92,1.37
2387,23285,187,1,3265,Liner,7.08,8,1.78,45.7,3.1
2388,16236,164,1,488,Liner,5.58,6,1.37,18.1,1.48
2389,14193,156,1,1386,Liner,3.75,14,0.88,21.78,2.88
2390,24305,182,1,473,Liner,8.5,0,1.35,12.25,2.4
2391,13547,159,1,1528,Liner,2,-5,1.18,40.55,2.02
2392,8944,140,1,1225,Feeder,1,1,1.03,39.88,1.58
2393,14063,155,1,1817,Feeder,2.33,-2,1.05,48.82,0.85
2394,10837,158,1,1135,Feeder,35.07,-4,1.18,21.65,1.88
2395,15995,170,1,1171,Liner,12.4,-2,1.4,23.32,1.83
2396,16135,170,1,1937,Feeder,3.15,3,2.85,38.1,1.35
2397,8571,137,1,1223,Feeder,18.55,4,0.98,37.07,1.48
2398,5272,117,1,863,Feeder,18.17,12,1.07,42.45,1.5
2399,27758,202,1,921,Feeder,1.27,1,0.57,28.37,2.4
2400,6393,122,1,1072,Feeder,20.82,-1,2.2,26.52,0.88
2401,37235,242,1,3514,Liner,9.3,11,3.7,33.1,2.33
2402,46410,270,1,2827,Liner,15.28,1,1.22,33.43,1.35
2403,36014,240,1,5307,Liner,8.67,8,1.63,64.73,2.13
2404,15670,168,1,1429,Liner,8.4,-5,0.75,51.8,1.92
2405,28270,213,1,2061,Liner,4.6,7,2.35,41.63,8.42
2406,8944,140,1,877,Feeder,17,-2,1.35,20.2,3.7
2407,15995,170,1,1860,Liner,2.6,2,0.92,43.27,1.37
2408,10837,158,1,1017,Feeder,10.8,-4,1,17.75,1.08
2409,15670,168,1,1301,Liner,28.1,-1,1.13,27.17,1.37
2410,13875,187,1,1479,Feeder,9.83,17,0.82,23.57,1.87
2411,27779,222,1,1656,Liner,9.83,2,1.42,24.25,2.17
2412,18123,175,1,689,Liner,6.67,22,4.95,41.15,2.15
2413,25407,207,1,2312,Liner,6.27,-7,1.4,47.48,1.53
2414,36014,240,1,2882,Liner,6.4,-14,2.27,43.03,2.2
2415,27800,213,1,2870,Liner,0.25,-1,2.1,32.65,1.25
2416,29872,210,1,1978,Liner,33.5,-8,2.07,30.42,2.27
2417,16236,164,1,330,Liner,1.58,0,1.75,10.58,0.5
2419,1573,82,1,139,Feeder,6.42,-8,1.77,6,1.98
2420,19573,174,1,2381,Liner,3,0,1.28,31.05,2.17
2421,46410,269,1,2889,Liner,8.05,-7,1.25,35.25,0.95
2422,1677,73,1,175,Feeder,7.9,-1,0.77,6.12,1.88
2423,14193,155,1,1285,Liner,27.72,4,1.38,55.7,3.67
2424,3135,93,1,318,Feeder,5,-4,1.43,13.73,3.22
2425,15995,170,1,1663,Liner,9.42,1,1.32,26.67,2.1
2426,40594,239,1,503,Liner,5.67,-1,0.92,15,2.67
2427,26611,210,1,816,Liner,4,5,0.63,12.35,0.37
2428,25391,207,1,2066,Liner,6.6,1,1.88,43.23,5.63
2429,28150,221,1,3383,Liner,4.4,-5,1.17,41.27,3.07
2430,5999,121,1,798,Feeder,18.5,-1,1.7,19.03,1.35
2431,6393,122,1,1000,Feeder,3.33,12,1.1,39.22,1.07
2432,27681,221,1,2585,Liner,32.67,-1,1.87,30.87,1.38
2433,14867,167,1,2013,Liner,0.5,3,2.62,44.93,2.12
2434,14063,155,1,1773,Feeder,3,2,1.9,51.52,0.82
2435,37023,231,1,2542,Liner,14.6,2,1.77,39.08,2.02
2436,16166,170,1,2119,Feeder,2.65,13,2.33,72.67,0.5
2437,15670,168,1,1178,Liner,5.58,16,1.95,25.77,1.32
2438,8944,140,1,1267,Liner,17.83,-1,1.22,21.83,1.25
2439,19131,189,1,631,Liner,0.67,8,0.93,10.22,1.85
2440,16236,164,1,749,Liner,9.17,0,1.05,14.62,1
2441,26681,200,1,1094,Liner,14.58,9,1.42,13.33,1.58
2442,73819,304,1,3761,Liner,40.25,-5,1.6,43.27,2.43
2443,15995,170,1,2148,Liner,1.67,1,4.12,58,1.63
2444,25407,207,1,2002,Liner,3.5,1,1.28,48.13,1.58
2445,14063,155,1,1738,Feeder,11.7,-5,0.98,40.47,1.35
2446,10837,158,1,986,Feeder,26.3,-3,1.48,31.72,1.38
2447,21932,197,1,275,Liner,19.5,-6,2.5,11.3,2.33
2448,30047,208,1,2780,Liner,0.5,6,1.98,39.77,1.15
2449,37134,242,1,3405,Liner,11.5,4,2.22,38.3,1.72
2450,14193,156,1,1688,Liner,7,10,2.2,36.43,1.15
2451,37023,231,1,2997,Liner,0.3,3,1.58,37.83,0.67
2452,25391,207,1,2272,Liner,19.6,-1,1.82,57.28,1.4
2453,27800,213,1,1300,Liner,15.6,1,3.45,17.13,1.08
2454,36014,240,1,3551,Liner,2.9,0,5,55.17,6.17
2455,14063,155,1,1871,Feeder,10.6,-10,2.13,49.1,2.6
2456,16236,164,1,397,Liner,20.5,-6,1.48,22.68,0.9
2457,15995,170,1,2299,Liner,10.75,3,0.92,40.13,2.53
2458,34487,228,1,2371,Liner,12.58,1,1.92,42.98,2.77
2459,8944,140,1,1151,Feeder,9.57,-1,1.05,15.88,5.32
2460,8571,137,1,1194,Feeder,1.88,-4,2.45,52.75,2.62
2461,29872,210,1,937,Liner,28.38,-2,1.23,11.88,1.63
2462,32629,258,1,3891,Liner,14.05,-2,2.05,41.78,1.8
2463,14036,155,1,1934,Liner,3.03,8,1.68,49.93,0.83
2464,37023,231,1,3774,Liner,17.08,3,1.33,42.37,1.8
2465,31730,192,1,1353,Liner,5.92,14,1.32,20.72,3.47
2466,15670,168,1,914,Liner,11.15,9,1.25,21.87,2.63
2467,32630,206,1,4025,Liner,19.3,19,1.85,48.02,2.22
2468,16135,170,1,1880,Feeder,6.47,1,1.08,88.58,2.25
2469,5999,121,1,784,Feeder,9.33,1,1.05,23.52,1.13
2470,14063,155,1,1848,Feeder,0.35,6,1.72,25.78,1.42
2471,40594,239,1,335,Liner,0.15,4,2.33,19.73,0.6
2472,18050,183,1,523,Liner,10.2,4,4.88,12.15,3.07
2473,29115,195,1,2338,Liner,16.8,0,1.35,49.58,1.67
2474,42000,243,1,672,Liner,13.58,0,1.03,7.52,2.07
2475,29873,210,1,2433,Liner,17,3,1.3,41.07,1.97
2476,19573,174,1,2427,Liner,23.42,2,0.52,35.52,1.97
2477,15995,170,1,1975,Liner,11,-2,1.17,28,1.42
2478,3236,101,2,174,Feeder,0.7,-4,5.63,16.18,12.35
2479,37235,242,1,2904,Liner,10.8,-3,1.4,32.27,1.83
2480,16236,164,1,237,Liner,7.9,0,0.13,11.63,0.98
2481,75590,300,1,5557,Liner,0.77,1,1.68,66.73,3.67
2482,14063,155,1,1820,Feeder,5.5,4,1.27,66.12,1.65
2483,8944,140,1,275,Feeder,1.33,-4,1.4,10.6,1.17
2484,23285,187,1,2068,Liner,6.17,-2,1.7,43.75,1.38
2485,28270,213,1,1561,Liner,8.33,12,2.4,21.08,1.18
2486,1573,83,1,56,Feeder,1.42,2,1.23,2.95,1.07
2487,18337,180,2,1775,Feeder,20.18,10,5.13,87.2,2.17
2488,8571,137,1,1128,Feeder,4.4,4,3.5,57.58,2.42
2489,6942,115,1,658,Feeder,2.17,4,1.1,10.5,0.65
2490,27681,222,1,3177,Liner,0.63,5,1.72,51.63,4.17
2491,6393,122,1,942,Feeder,4.03,-4,0.95,24.52,1.45
2492,18233,178,1,164,Liner,2.37,12,0.77,2.57,1.42
2493,36014,240,1,5528,Liner,10.6,-6,1.37,64.25,2.03
2494,14193,155,1,1627,Liner,30.2,-1,0.72,27.9,3.38
2495,1677,73,1,31,Feeder,0.5,3,1.9,1.42,2.43
2496,15670,168,1,685,Liner,11.75,-1,0.83,8.32,3.77
2497,29872,210,1,1820,Liner,10.25,-1,1.03,24.72,1.73
2498,5999,121,1,778,Feeder,1,2,2.43,40.32,0.83
2499,26681,200,1,2150,Liner,2,4,1.07,26.4,2.03
2500,28676,226,1,1558,Liner,6.5,-2,1.87,17.28,3.52
2501,3048,118,2,166,Feeder,8.87,-15,1.35,8.3,2.52
2502,36014,240,1,5169,Liner,5.33,-5,1.97,61.83,2.45
2503,15670,168,1,1349,Liner,10.55,0,0.98,34.57,1.28
2504,14036,155,1,1710,Liner,8.25,5,2.18,31.28,0.78
2505,14063,155,2,1878,Feeder,2,-6,0.88,92.33,2.98
2506,15995,170,1,1811,Liner,1.17,0,1.13,25.17,1.53
2507,9981,139,1,1310,Feeder,9.33,-5,1.12,48.07,2.65
2508,27758,202,1,1772,Feeder,32,-18,1.77,91.62,2.38
2509,1573,83,1,133,Liner,6,16,1.32,4.77,0.83
2510,46410,269,1,6584,Liner,3,5,1.13,62.48,1.25
2511,8944,140,1,414,Feeder,4,5,0.9,16.42,1.43
2512,27213,200,1,2770,Liner,7.5,7,3.22,55.62,1.4
2513,16135,170,2,1812,Feeder,0.25,1,3.22,115.57,3.55
2514,5999,121,1,556,Feeder,4.75,0,1.2,25.18,1.28
2515,24305,182,1,744,Liner,7.4,0,1.47,23.37,0.92
2516,14867,167,1,2250,Liner,22,4,1.05,32,2.25
2517,17360,179,1,874,Liner,4.93,-1,3.5,18.6,1.73
2518,27681,221,1,2116,Liner,19.5,0,1.17,53.13,0.87
2519,8571,137,1,1154,Feeder,7.17,1,0.77,30.57,2.5
2520,29872,210,1,1587,Liner,13.17,-7,1.45,20.47,1.53
2521,15995,170,1,1826,Liner,7.5,0,26.9,39.53,1.15
2522,36014,240,1,5395,Liner,8.33,0,1.95,69.68,0.62
2523,28676,226,1,1327,Liner,1.3,4,1.83,26.62,1.55
2524,14063,155,1,1846,Feeder,3.87,-1,2,77.85,2.07
2525,5999,121,1,767,Feeder,6.92,-1,1.83,30.18,0.9
2526,3277,95,1,426,Liner,4.45,-2,0.57,16.93,1.5
2527,6393,122,2,1065,Feeder,3.08,5,1,48.17,5.08
2528,46410,270,1,2983,Liner,8.08,0,1.45,38.77,0.68
2529,16236,164,1,892,Liner,9.72,-1,0.97,21.87,2.42
2530,25407,207,1,2924,Liner,1.08,7,2.53,46.47,1
2531,28150,221,1,4423,Liner,9.08,4,1.85,63.07,1.83
2532,27758,202,1,3157,Feeder,18.58,-1,0.75,66.45,1.38
2533,1573,83,1,164,Feeder,10.33,4,1.78,9.28,0.93
2534,30047,208,1,2121,Liner,9.5,0,1.5,39.3,1.25
2535,1573,82,1,82,Feeder,8.5,22,0.82,5.98,1.28
2536,34.231,216,1,582,Liner,5.75,1,1,6.23,1.53
2537,16135,170,2,2112,Feeder,3.35,19,1.67,127.88,1.7
2538,1151,64,1,172,Feeder,0.15,-8,0.92,5.35,1.48
2539,5999,121,1,814,Feeder,6.17,1,0.85,28.55,1.08
2540,3277,95,1,223,Liner,3.08,-5,1.77,7.65,1.5
2541,8944,140,1,400,Feeder,10.2,-3,2.73,28.48,0.62
2542,14193,156,1,1390,Liner,17.83,4,1.28,16.47,1.08
2543,9981,139,1,1107,Feeder,16.47,-10,0.53,32.37,1.52
2544,8571,137,1,1181,Feeder,1.5,2,0.47,37.4,1.05
2545,16236,164,1,1319,Liner,22,0,1.13,18.42,1.45
2546,15995,170,1,2263,Liner,4,4,0.57,38.1,2.5
2547,14063,155,1,1893,Feeder,4.63,-2,0.58,53.37,2.47
2548,37042,231,1,3564,Liner,14.37,-3,2.42,46.48,1.35
2549,29873,210,1,686,Liner,6.6,4,1.15,21.53,0.93
2550,26681,200,1,2807,Liner,4.4,4,1.23,40.72,2.15
2551,21045,182,1,746,Liner,0.67,4,1.15,10.02,2.58
2552,15670,168,1,1457,Liner,9.93,-3,1.13,31.65,1.55
2553,37563,243,1,3098,Liner,13.1,0,2.35,43.23,2.12
2554,27758,202,1,2765,Liner,0.8,-1,1.27,42.45,1.12
2555,6393,122,1,1070,Feeder,40,-7,0.8,68.33,1.22
2556,14036,155,1,1173,Liner,1.17,1,2.03,29.2,1.75
2560,40594,239,1,275,Liner,32.33,-1,25.05,17.02,1.68
2561,25391,207,1,2902,Liner,3.35,2,1.1,39.25,2.23
2562,36014,240,1,5627,Liner,13.4,-2,0.43,52.38,2.02
2563,36603,231,1,5354,Liner,4.05,4,2.33,60.33,2.17
2564,16236,164,1,2007,Liner,12.8,-8,1.2,30.53,1.33
2565,14063,155,2,854,Feeder,10.07,-5,1.25,46.6,3.65
2566,15995,170,1,2347,Liner,0.33,1,1.02,41.33,1.98
2567,37023,231,1,2554,Liner,20.25,-1,2.28,44.93,1.37
2568,8944,140,1,858,Feeder,12.55,-8,2,28.17,2.42
2569,18123,175,1,439,Liner,4.6,3,3.6,22.57,2.42
2570,1677,73,2,85,Feeder,5.1,47,0.5,13.65,2.72
2571,8571,137,1,1187,Feeder,4.42,3,1.55,21.25,1.03
2572,19573,174,1,2021,Liner,9.08,6,1.67,28.6,1.98
2573,27758,202,1,3115,Feeder,6,1,12.83,32.93,1.9
2574,25407,207,1,2745,Liner,10.5,16,1.43,35.63,2.1
2575,10837,158,1,664,Feeder,7.5,-9,1.63,25.98,1.38
2576,1573,83,1,172,Feeder,33,-2,0.7,7.83,1.8
2577,32085,211,1,2158,Liner,5.75,1,1.3,41.62,2.42
2578,6393,122,1,1049,Feeder,2.75,-8,15.3,29.38,2.32
2579,14063,155,1,1779,Feeder,6.83,-11,4,56.77,2.4
2580,1573,82,1,147,Feeder,4.5,-2,1.6,15.48,1.92
2581,15670,168,1,445,Liner,2.67,-1,0.67,8.95,3.38
2582,16236,164,1,2153,Liner,3.5,-1,1.15,26.87,1.98
2584,15995,170,1,1998,Liner,1.33,5,1,26.87,1.4
2585,14867,167,1,1940,Liner,5.17,4,1.83,28.65,2.35
2586,14193,155,1,1295,Liner,9.25,3,1.33,16.67,2.13
2587,31730,192,1,2127,Liner,0.08,11,0.52,63.35,3.22
2588,37023,231,1,2924,Liner,29.37,2,1.3,36.6,0.6
2589,16135,170,1,2023,Feeder,1.8,34,2,72.12,3.47
2590,26681,200,1,2180,Liner,3.5,8,3.55,33.78,2
2591,27681,222,1,1476,Liner,5,-1,1.35,18.55,1.43
2592,3048,118,2,310,Feeder,2,42,1.43,14.35,1.38
2593,36014,240,1,5623,Liner,6,3,2,62.22,5.67
2594,27758,202,1,2709,Feeder,0.73,-13,1.52,151.48,2.87
2595,1677,73,2,163,Feeder,3.1,0,1.95,25.45,3.68
2596,27213,200,1,2161,Liner,17.67,-2,2.6,80.38,4.35
2597,6393,122,1,1040,Feeder,4.5,-1,1.28,33.3,1.23
2598,14036,155,1,950,Liner,1,5,0.97,35.53,0.75
2599,42000,243,1,384,Liner,1.65,-4,1.5,5.12,1.38
2600,28270,213,1,1776,Liner,5.95,6,1.52,26.63,1.85
2601,25391,207,1,2553,Liner,14.73,0,1.47,37.08,5.28
2602,29872,210,1,1166,Liner,7.07,0,0.78,21.62,2.62
2603,8571,137,1,992,Feeder,12.5,0,1.4,36.82,1.75
2604,27779,222,1,4124,Liner,5.85,4,1.9,61.55,1.8
2605,14063,155,1,1753,Feeder,3.25,4,1.32,71.88,0.97
2606,8944,140,2,274,Feeder,13.3,0,9.35,72.43,0.22
2607,16236,164,1,822,Liner,5.78,2,1.1,61.73,2.5
2608,6393,122,1,985,Feeder,5.58,3,0.82,31.92,1.17
2616,40594,239,2,477,Liner,2.73,3,2.25,30.57,5.35
2617,28676,226,1,1432,Liner,2.5,-2,0.87,19.82,2.62
